TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
"May 14, 2020",99.86,99.86,97.31,97.75,883990
"May 13, 2020",98.26,100.89,98.26,99.1,3947277
"May 12, 2020",95.5,97.69,94.1,97.01,2768151
"May 11, 2020",96.5,96.5,94.41,95.23,1068653
"May 8, 2020",97.0,97.5,94.25,95.58,2737838
"May 7, 2020",95.0,98.5,94.0,96.2,5017246
"May 6, 2020",98.0,98.0,94.0,94.78,3025074
"May 5, 2020",99.6,100.5,97.0,97.38,1847628
"May 4, 2020",100.8,100.8,99.01,99.4,700132
"Apr 30, 2020",101.0,102.1,100.0,100.67,1524935
"Apr 29, 2020",101.98,102.0,100.0,100.32,670450
"Apr 28, 2020",101.89,102.5,100.52,101.04,523263
"Apr 27, 2020",102.84,102.84,100.0,101.89,565715
"Apr 24, 2020",101.93,103.5,101.25,102.19,844227
"Apr 23, 2020",101.5,103.0,98.99,101.92,3906451
"Apr 22, 2020",104.0,105.89,101.0,101.88,6189665
"Apr 21, 2020",107.0,109.2,104.0,104.61,2587870
"Apr 20, 2020",107.0,108.5,104.51,107.51,3160104
"Apr 17, 2020",104.1,110.0,103.5,105.45,3071493
"Apr 16, 2020",106.6,107.35,104.0,104.91,502499
"Apr 15, 2020",107.25,108.5,105.4,106.31,1492630
"Apr 14, 2020",107.0,109.0,106.0,106.6,627123
"Apr 13, 2020",107.7,107.77,104.7,106.02,741935
"Apr 10, 2020",108.4,109.5,106.0,109.05,565234
"Apr 9, 2020",108.0,109.97,107.61,108.46,3047815
"Apr 8, 2020",106.56,108.0,100.51,106.67,998238
"Apr 7, 2020",104.7,108.9,104.7,108.03,1644171
"Apr 6, 2020",108.0,108.5,103.0,103.95,1491602
"Apr 3, 2020",108.0,111.5,106.5,108.9,2307559
"Apr 2, 2020",102.0,107.9,101.02,106.92,4071169
"Apr 1, 2020",103.0,104.5,100.0,102.71,1281566
"Mar 31, 2020",100.9,106.5,97.55,103.23,1822626
"Mar 30, 2020",100.06,100.99,95.6,99.67,854399
"Mar 27, 2020",101.92,102.75,95.5,100.06,1735110
"Mar 26, 2020",93.0,103.5,93.0,101.92,1249833
"Mar 25, 2020",98.49,100.0,98.49,98.51,1741689
"Mar 24, 2020",106.47,106.47,106.47,106.47,250196
"Mar 20, 2020",116.0,116.15,106.0,115.1,2936000
"Mar 19, 2020",100.86,113.0,100.86,108.48,3119100
"Mar 18, 2020",116.0,119.0,110.28,110.28,1349800
"Mar 17, 2020",123.0,128.0,119.22,119.22,1768000
"Mar 16, 2020",133.07,136.0,128.88,128.88,1145000
"Mar 13, 2020",134.8,142.0,128.11,139.32,1962000
"Mar 12, 2020",145.02,145.02,137.49,137.75,1954500
"Mar 11, 2020",146.01,151.5,146.0,147.83,2048900
"Mar 10, 2020",138.96,147.0,138.0,145.21,2319100
"Mar 9, 2020",138.96,139.95,138.96,138.96,1098800
"Mar 6, 2020",154.0,154.5,148.49,149.41,1001000
"Mar 5, 2020",160.7,162.75,153.11,154.56,1503700
"Mar 4, 2020",160.0,160.35,157.2,159.68,301200
"Mar 3, 2020",160.77,162.95,159.01,160.11,1025300
"Mar 2, 2020",159.0,161.0,157.1,159.97,1376300
"Feb 28, 2020",157.77,159.9,155.0,156.79,964300
"Feb 27, 2020",156.01,162.24,151.0,159.63,956400
"Feb 26, 2020",159.0,161.0,154.5,157.79,718900
"Feb 25, 2020",159.9,162.0,158.1,158.81,1237100
"Feb 24, 2020",168.9,168.9,160.12,161.45,1465100
"Feb 21, 2020",168.0,169.99,166.0,166.29,577200
"Feb 20, 2020",168.02,169.0,165.0,167.78,1321800
"Feb 19, 2020",171.9,174.5,169.11,170.59,1681200
"Feb 18, 2020",169.0,175.5,169.0,171.78,5376100
"Feb 17, 2020",160.6,171.5,157.51,169.0,4521300
"Feb 14, 2020",159.9,163.0,159.15,162.26,1241700
"Feb 13, 2020",156.9,160.0,154.5,159.35,530300
"Feb 12, 2020",155.85,158.9,154.01,156.73,667200
"Feb 11, 2020",158.0,158.0,152.2,154.6,792100
"Feb 10, 2020",156.61,158.0,154.11,155.94,598200
"Feb 7, 2020",160.99,160.99,156.0,156.61,1255900
"Feb 6, 2020",157.99,160.5,157.98,159.28,1292300
"Feb 4, 2020",157.2,159.4,155.01,156.6,2196900
"Feb 3, 2020",163.12,163.12,155.0,157.08,1992700
"Jan 31, 2020",164.89,165.45,162.15,163.12,352000
"Jan 30, 2020",164.98,165.97,161.0,164.83,706400
"Jan 29, 2020",168.7,168.7,163.5,164.03,549000
"Jan 28, 2020",169.0,170.0,166.49,167.87,487500
"Jan 27, 2020",168.55,170.49,167.6,169.95,357700
"Jan 24, 2020",169.5,171.0,168.5,169.02,691900
"Jan 23, 2020",168.99,170.8,168.0,169.93,436100
"Jan 22, 2020",167.13,170.0,167.13,168.45,530100
"Jan 21, 2020",169.82,170.9,166.0,168.01,458400
"Jan 20, 2020",171.0,171.0,166.0,168.55,1059600
"Jan 17, 2020",170.0,172.5,169.7,170.83,670100
"Jan 16, 2020",169.26,171.2,168.2,170.32,617600
"Jan 15, 2020",171.24,171.88,169.1,170.8,1300700
"Jan 14, 2020",170.47,173.25,169.8,171.24,848900
"Jan 13, 2020",169.0,172.0,168.0,170.98,2117500
"Jan 10, 2020",169.0,170.0,167.25,169.11,2040200
"Jan 9, 2020",164.0,168.4,164.0,168.07,2783200
"Jan 8, 2020",163.5,168.25,159.5,160.55,3016100
"Jan 7, 2020",158.55,167.95,158.55,166.93,1429600
"Jan 6, 2020",160.55,163.49,159.98,161.23,1191100
"Jan 3, 2020",169.5,176.5,160.65,163.3,7295200
"Jan 2, 2020",165.0,168.99,164.1,168.1,3173800
"Jan 1, 2020",159.0,164.2,158.75,162.92,675200
"Dec 31, 2019",159.5,160.0,156.0,157.42,969900
"Dec 30, 2019",164.49,165.0,157.99,159.37,703600
"Dec 27, 2019",164.99,166.5,161.25,163.21,1455500
"Dec 26, 2019",159.79,165.0,158.01,164.62,735500
"Dec 24, 2019",156.0,159.0,156.0,157.34,1092900
"Dec 23, 2019",162.0,162.0,156.0,156.54,1378300
"Dec 20, 2019",161.51,163.9,161.0,162.26,836900
"Dec 19, 2019",166.98,166.98,159.5,161.6,1269200
"Dec 18, 2019",164.56,168.39,163.12,165.92,1132800
"Dec 17, 2019",161.0,167.75,160.3,165.84,2611000
"Dec 16, 2019",155.11,161.4,155.0,160.87,1754500
"Dec 13, 2019",155.89,156.7,153.01,156.01,1331600
"Dec 12, 2019",153.75,155.0,150.17,153.94,575500
"Dec 11, 2019",153.46,155.49,152.6,153.51,2474800
"Dec 10, 2019",154.0,154.49,150.03,153.46,652500
"Dec 9, 2019",156.0,156.0,151.01,153.69,362300
"Dec 6, 2019",158.0,159.85,155.05,155.97,973500
"Dec 5, 2019",156.4,161.4,155.5,157.23,2402100
"Dec 4, 2019",153.99,156.4,152.99,154.66,1421600
"Dec 3, 2019",155.0,159.39,153.0,153.63,1812200
"Dec 2, 2019",150.0,153.75,147.01,153.75,2114800
"Nov 29, 2019",142.0,147.0,140.6,146.43,4288700
"Nov 28, 2019",140.0,142.0,139.55,140.48,862800
"Nov 27, 2019",140.01,142.0,139.0,140.78,492900
"Nov 26, 2019",139.0,142.4,137.0,139.03,4643500
"Nov 25, 2019",137.9,139.95,137.0,139.54,397200
"Nov 22, 2019",135.9,138.0,134.5,137.9,451600
"Nov 21, 2019",139.0,139.0,134.01,134.8,612500
"Nov 20, 2019",141.14,141.14,136.5,137.25,458800
"Nov 19, 2019",141.5,144.0,139.0,141.14,849500
"Nov 18, 2019",143.25,143.25,140.5,141.43,1373600
"Nov 15, 2019",140.99,143.5,138.5,141.77,758100
"Nov 14, 2019",143.7,145.0,139.0,140.01,1122500
"Nov 13, 2019",138.88,142.5,136.3,141.99,1420800
"Nov 12, 2019",139.89,139.89,137.0,138.06,431200
"Nov 11, 2019",136.5,138.99,136.0,138.41,1547000
"Nov 8, 2019",134.5,136.95,134.07,135.42,310000
"Nov 7, 2019",134.0,139.89,133.02,133.94,790100
"Nov 6, 2019",135.5,135.99,134.0,134.51,1410000
"Nov 5, 2019",135.0,135.9,133.21,134.05,988200
"Nov 4, 2019",129.0,135.0,129.0,134.79,1590500
"Nov 1, 2019",126.5,131.99,126.5,128.97,222400
"Oct 31, 2019",127.25,129.38,127.25,127.95,682400
"Oct 30, 2019",128.49,128.49,125.85,127.1,533000
"Oct 29, 2019",128.9,128.99,127.25,128.06,903700
"Oct 28, 2019",127.35,129.5,125.53,128.21,539800
"Oct 25, 2019",127.98,128.0,126.0,126.55,301900
"Oct 24, 2019",127.0,129.0,127.0,127.98,322400
"Oct 23, 2019",127.47,133.0,126.01,126.92,771300
"Oct 22, 2019",126.48,127.48,125.0,127.01,382500
"Oct 21, 2019",128.69,128.69,124.0,125.62,998500
"Oct 18, 2019",132.49,132.6,126.81,128.69,1210000
"Oct 17, 2019",134.4,135.0,130.12,131.08,705000
"Oct 16, 2019",133.0,135.0,132.12,134.4,566900
"Oct 15, 2019",133.0,133.98,131.0,133.54,1097700
"Oct 14, 2019",133.01,136.0,132.1,132.95,477000
"Oct 11, 2019",131.02,136.1,129.4,135.56,2343000
"Oct 10, 2019",128.18,131.89,128.15,130.87,1983200
"Oct 9, 2019",127.5,129.4,127.25,128.91,521800
"Oct 8, 2019",127.01,128.95,126.5,127.77,1804600
"Oct 7, 2019",125.8,128.5,124.52,126.5,1494800
"Oct 4, 2019",126.5,128.0,124.25,126.02,788900
"Oct 3, 2019",125.49,128.9,123.5,126.01,1434400
"Oct 2, 2019",119.9,124.5,119.02,124.07,1075400
"Oct 1, 2019",118.4,119.32,117.5,118.93,122800
"Sep 30, 2019",120.75,121.49,117.25,118.17,428800
"Sep 27, 2019",115.97,120.0,113.1,119.59,699500
"Sep 26, 2019",117.21,117.95,114.16,114.97,723100
"Sep 25, 2019",119.75,120.0,117.5,117.86,543800
"Sep 24, 2019",120.01,121.5,119.05,120.07,705000
"Sep 23, 2019",123.21,123.99,120.21,120.92,305400
"Sep 20, 2019",125.25,126.0,122.55,123.73,852600
"Sep 19, 2019",122.0,125.4,122.0,124.89,900900
"Sep 18, 2019",124.0,125.44,122.0,122.9,612200
"Sep 17, 2019",121.49,125.0,120.01,123.8,1766600
"Sep 16, 2019",119.5,122.15,118.01,121.63,732200
"Sep 13, 2019",122.0,123.5,118.35,118.96,1201800
"Sep 12, 2019",120.05,127.24,120.05,123.28,1970400
"Sep 11, 2019",116.0,122.1,115.25,121.72,1916400
"Sep 6, 2019",111.4,116.98,110.0,116.29,1104800
"Sep 5, 2019",109.99,113.75,108.01,111.41,591700
"Sep 4, 2019",110.5,111.0,106.5,110.27,1152000
"Sep 3, 2019",112.0,112.98,109.61,110.72,292300
"Sep 2, 2019",111.0,113.0,110.1,110.99,294700
"Aug 30, 2019",112.24,114.0,108.21,109.57,1290300
"Aug 29, 2019",114.0,115.0,110.0,110.74,690400
"Aug 28, 2019",113.89,115.4,113.0,113.25,663400
"Aug 27, 2019",115.0,115.89,110.75,113.53,1512700
"Aug 26, 2019",117.0,117.95,114.15,115.93,184900
"Aug 23, 2019",121.0,121.5,117.56,118.06,423600
"Aug 22, 2019",120.0,122.4,118.1,121.05,583000
"Aug 21, 2019",118.5,120.5,117.55,119.29,1004000
"Aug 20, 2019",112.0,117.02,111.7,117.02,586400
"Aug 19, 2019",106.45,111.45,106.0,111.45,475100
"Aug 16, 2019",103.31,107.02,102.01,106.15,813100
"Aug 9, 2019",111.5,113.24,105.5,106.17,1349000
"Aug 8, 2019",113.94,115.0,110.0,110.88,1122200
"Aug 7, 2019",116.94,117.87,113.25,114.36,1031000
"Aug 6, 2019",115.5,117.9,113.25,115.89,703800
"Aug 5, 2019",117.5,117.89,114.0,115.51,368000
"Aug 2, 2019",120.9,120.94,117.0,117.97,372100
"Aug 1, 2019",120.95,121.89,119.03,120.0,288400
"Jul 31, 2019",119.1,120.51,117.55,120.28,644700
"Jul 30, 2019",120.4,120.45,118.5,119.01,800200
"Jul 29, 2019",119.53,121.95,119.53,120.36,694100
"Jul 26, 2019",121.0,121.35,119.75,120.25,341100
"Jul 25, 2019",119.01,121.5,118.75,120.96,572800
"Jul 24, 2019",122.45,122.45,118.5,119.83,3291700
"Jul 23, 2019",122.0,122.49,120.5,121.92,1138000
"Jul 22, 2019",119.0,122.0,118.0,121.07,1581700
"Jul 19, 2019",118.0,121.0,116.0,118.57,1109800
"Jul 18, 2019",122.0,122.0,117.01,118.34,4648200
"Jul 17, 2019",121.0,122.25,120.0,121.61,1185400
"Jul 16, 2019",119.5,121.25,118.8,120.42,809600
"Jul 15, 2019",119.0,119.5,115.7,118.98,1624700
"Jul 12, 2019",119.0,119.5,118.0,118.89,249400
"Jul 11, 2019",116.06,119.1,116.06,118.3,370400
"Jul 10, 2019",115.98,117.98,115.63,116.22,591700
"Jul 9, 2019",115.38,117.44,114.31,115.48,839500
"Jul 8, 2019",119.85,119.85,114.51,115.38,533900
"Jul 5, 2019",121.0,122.25,117.51,118.75,278300
"Jul 4, 2019",122.0,123.94,119.7,120.82,1600600
"Jul 3, 2019",117.9,121.99,116.8,120.24,525500
"Jul 2, 2019",115.0,118.0,114.5,117.34,348500
"Jul 1, 2019",112.98,115.85,111.99,115.17,348100
"Jun 28, 2019",115.0,115.0,110.28,113.26,4935300
"Jun 27, 2019",117.0,117.8,112.75,114.37,879800
"Jun 26, 2019",120.11,120.11,116.05,116.62,1270600
"Jun 25, 2019",121.0,121.65,119.0,119.81,305600
"Jun 24, 2019",122.29,122.31,120.05,120.28,177200
"Jun 21, 2019",123.8,123.8,121.21,122.31,502300
"Jun 20, 2019",122.49,123.5,122.0,122.95,89400
"Jun 19, 2019",123.75,124.05,121.72,122.03,567800
"Jun 18, 2019",123.5,124.0,122.56,122.92,383900
"Jun 17, 2019",124.51,124.51,122.5,123.34,309000
"Jun 14, 2019",125.0,125.0,123.6,123.89,636000
"Jun 13, 2019",124.0,126.9,123.6,124.45,909600
"Jun 12, 2019",122.68,125.5,122.6,125.11,686300
"Jun 11, 2019",124.89,124.89,122.01,122.68,983700
"Jun 10, 2019",126.69,126.69,123.0,123.53,853200
"Jun 3, 2019",123.0,128.4,122.0,127.42,2058200
"May 30, 2019",124.43,125.97,122.25,123.51,1840900
"May 29, 2019",122.97,125.99,122.97,124.43,1465100
"May 28, 2019",126.74,127.0,122.0,122.96,2868700
"May 27, 2019",126.0,127.99,125.0,126.74,575800
"May 24, 2019",127.13,128.48,125.51,126.27,3292700
"May 23, 2019",126.05,128.7,125.0,127.13,1630100
"May 22, 2019",120.0,125.39,119.5,123.76,2176800
"May 21, 2019",122.65,122.99,118.1,119.57,2842900
"May 20, 2019",120.88,123.0,118.2,121.57,1405900
"May 17, 2019",121.9,121.9,118.0,118.92,418800
"May 16, 2019",122.5,122.5,117.12,119.81,1693100
"May 15, 2019",122.25,125.95,122.0,122.26,415900
"May 14, 2019",125.4,125.5,123.0,123.93,421500
"May 13, 2019",124.9,127.5,123.0,123.48,954500
"May 10, 2019",124.06,125.51,123.4,123.81,219800
"May 9, 2019",125.9,128.0,124.05,124.73,477500
"May 8, 2019",128.0,129.12,125.0,127.38,1037900
